%StNo BotDep	TimeJ	T090C	DepSM	PrDM	SeaTurbMtr
08 47	7.531583	8.3346	116.931	118.058	0.546
08 47	7.531584	8.3348	116.942	118.070	0.549
08 47	7.531584	8.3348	116.968	118.096	0.549
08 47	7.531585	8.3351	116.991	118.119	0.568
08 47	7.531585	8.3348	117.017	118.146	0.575
08 47	7.531586	8.3323	117.029	118.157	0.571
08 47	7.531586	8.3292	117.042	118.170	0.568
08 47	7.531587	8.3305	117.076	118.205	0.564
08 47	7.531587	8.3321	117.091	118.220	0.568
08 47	7.531588	8.3286	117.114	118.243	0.571
08 47	7.531588	8.3244	117.114	118.243	0.568
08 47	7.531589	8.3199	117.163	118.293	0.560
08 47	7.531589	8.3096	117.174	118.304	0.560
08 47	7.531590	8.2991	117.187	118.317	0.560
08 47	7.531590	8.2965	117.210	118.340	0.553
08 47	7.531590	8.3013	117.248	118.378	0.549
08 47	7.531591	8.3061	117.259	118.390	0.549
08 47	7.531591	8.3078	117.272	118.403	0.553
08 47	7.531592	8.3051	117.308	118.439	0.557
08 47	7.531592	8.2994	117.321	118.453	0.564
08 47	7.531593	8.2881	117.333	118.464	0.568
08 47	7.531593	8.2802	117.370	118.502	0.564
08 47	7.531594	8.2830	117.393	118.525	0.557
08 47	7.531594	8.2902	117.380	118.512	0.560
08 47	7.531595	8.2931	117.442	118.575	0.564
08 47	7.531595	8.2944	117.465	118.598	0.564
08 47	7.531596	8.2973	117.467	118.600	0.560
08 47	7.531596	8.2997	117.490	118.623	0.553
08 47	7.531597	8.2949	117.516	118.649	0.553
08 47	7.531597	8.2843	117.527	118.661	0.557
08 47	7.531598	8.2693	117.565	118.699	0.564
08 47	7.531598	8.2544	117.575	118.709	0.575
08 47	7.531599	8.2506	117.601	118.735	0.590
08 47	7.531599	8.2484	117.624	118.758	0.586
08 47	7.531600	8.2329	117.637	118.771	0.575
08 47	7.531600	8.2181	117.660	118.794	0.571
08 47	7.531601	8.2154	117.674	118.809	0.593
08 47	7.531601	8.2200	117.709	118.844	0.597
08 47	7.531602	8.2286	117.735	118.870	0.586
08 47	7.531602	8.2374	117.733	118.869	0.571
08 47	7.531603	8.2459	117.771	118.907	0.564
08 47	7.531603	8.2542	117.782	118.918	0.560
08 47	7.531603	8.2629	117.807	118.943	0.564
08 47	7.531604	8.2753	117.831	118.968	0.564
08 47	7.531604	8.2808	117.854	118.991	0.560
08 47	7.531605	8.2822	117.880	119.017	0.557
08 47	7.531605	8.2798	117.892	119.029	0.553
08 47	7.531606	8.2785	117.916	119.054	0.557
08 47	7.531606	8.2786	117.928	119.065	0.560
08 47	7.531607	8.2787	117.954	119.092	0.560
08 47	7.531607	8.2804	117.977	119.115	0.557
08 47	7.531608	8.2807	118.001	119.139	0.553
08 47	7.531608	8.2807	118.026	119.164	0.557
08 47	7.531609	8.2802	118.039	119.177	0.579
08 47	7.531609	8.2800	118.062	119.201	0.590
08 47	7.531610	8.2796	118.086	119.225	0.586
08 47	7.531610	8.2797	118.111	119.250	0.575
08 47	7.531611	8.2795	118.135	119.275	0.571
08 47	7.531611	8.2765	118.148	119.288	0.571
08 47	7.531612	8.2743	118.171	119.311	0.571
08 47	7.531612	8.2701	118.184	119.324	0.568
08 47	7.531613	8.2654	118.207	119.347	0.560
08 47	7.531613	8.2629	118.233	119.374	0.557
08 47	7.531614	8.2602	118.256	119.397	0.549
08 47	7.531614	8.2541	118.281	119.422	0.553
08 47	7.531615	8.2519	118.294	119.435	0.564
08 47	7.531615	8.2532	118.330	119.471	0.601
08 47	7.531616	8.2550	118.341	119.483	0.626
08 47	7.531616	8.2562	118.366	119.508	0.623
08 47	7.531617	8.2567	118.390	119.532	0.615
08 47	7.531617	8.2568	118.415	119.557	0.604
08 47	7.531617	8.2556	118.415	119.557	0.593
08 47	7.531618	8.2549	118.451	119.593	0.586
08 47	7.531618	8.2540	118.475	119.618	0.579
08 47	7.531619	8.2530	118.488	119.631	0.575
08 47	7.531619	8.2508	118.511	119.655	0.571
08 47	7.531620	8.2484	118.524	119.668	0.568
08 47	7.531620	8.2461	118.549	119.692	0.560
08 47	7.531621	8.2429	118.585	119.729	0.560
08 47	7.531621	8.2392	118.585	119.729	0.560
08 47	7.531622	8.2347	118.621	119.765	0.560
08 47	7.531622	8.2318	118.622	119.767	0.560
08 47	7.531623	8.2306	118.658	119.803	0.564
08 47	7.531623	8.2297	118.670	119.815	0.571
08 47	7.531624	8.2289	118.694	119.839	0.575
08 47	7.531624	8.2286	118.706	119.851	0.568
08 47	7.531625	8.2286	118.730	119.876	0.564
08 47	7.531625	8.2291	118.755	119.900	0.568
08 47	7.531626	8.2298	118.779	119.925	0.575
08 47	7.531626	8.2316	118.792	119.938	0.593
08 47	7.531627	8.2335	118.815	119.962	0.597
08 47	7.531627	8.2330	118.840	119.986	0.590
08 47	7.531628	8.2295	118.840	119.986	0.579
08 47	7.531628	8.2281	118.876	120.023	0.568
08 47	7.531629	8.2326	118.902	120.049	0.568
08 47	7.531629	8.2432	118.902	120.049	0.571
08 47	7.531630	8.2509	118.925	120.072	0.571
08 47	7.531630	8.2551	118.949	120.097	0.564
08 47	7.531630	8.2554	118.974	120.122	0.564
08 47	7.531631	8.2565	118.987	120.135	0.579
08 47	7.531631	8.2569	119.010	120.158	0.586
08 47	7.531632	8.2557	119.023	120.171	0.586
08 47	7.531632	8.2527	119.048	120.196	0.579
08 47	7.531633	8.2508	119.072	120.221	0.575
08 47	7.531633	8.2488	119.083	120.232	0.579
08 47	7.531634	8.2458	119.097	120.246	0.586
08 47	7.531634	8.2405	119.119	120.269	0.575
08 47	7.531635	8.2327	119.133	120.282	0.564
08 47	7.531635	8.2252	119.157	120.307	0.560
08 47	7.531636	8.2212	119.168	120.318	0.557
08 47	7.531636	8.2176	119.204	120.355	0.560
08 47	7.531637	8.2114	119.218	120.368	0.560
08 47	7.531637	8.2062	119.229	120.379	0.564
08 47	7.531638	8.2033	119.267	120.417	0.575
08 47	7.531638	8.2028	119.278	120.429	0.582
08 47	7.531639	8.2035	119.278	120.429	0.582
08 47	7.531639	8.2047	119.327	120.478	0.582
08 47	7.531640	8.2064	119.327	120.478	0.586
08 47	7.531640	8.2085	119.352	120.503	0.582
08 47	7.531641	8.2104	119.363	120.515	0.571
08 47	7.531641	8.2118	119.399	120.551	0.564
08 47	7.531642	8.2122	119.412	120.564	0.564
08 47	7.531642	8.2118	119.437	120.589	0.564
08 47	7.531643	8.2106	119.448	120.601	0.564
08 47	7.531643	8.2096	119.473	120.625	0.560
08 47	7.531644	8.2078	119.497	120.650	0.564
08 47	7.531644	8.2067	119.497	120.650	0.560
08 47	7.531644	8.2070	119.546	120.700	0.560
08 47	7.531645	8.2076	119.546	120.700	0.564
08 47	7.531645	8.2088	119.571	120.724	0.571
08 47	7.531646	8.2097	119.594	120.747	0.579
08 47	7.531646	8.2110	119.618	120.772	0.571
08 47	7.531647	8.2104	119.631	120.785	0.571
08 47	7.531647	8.2078	119.667	120.822	0.579
08 47	7.531648	8.2065	119.656	120.810	0.590
08 47	7.531648	8.2058	119.703	120.858	0.597
08 47	7.531649	8.2056	119.728	120.883	0.590
08 47	7.531649	8.2060	119.728	120.883	0.579
08 47	7.531650	8.2065	119.765	120.921	0.571
08 47	7.531650	8.2068	119.788	120.944	0.568
08 47	7.531651	8.2070	119.813	120.969	0.568
08 47	7.531651	8.2067	119.813	120.969	0.571
08 47	7.531652	8.2068	119.850	121.007	0.571
08 47	7.531652	8.2071	119.873	121.030	0.571
08 47	7.531653	8.2075	119.886	121.043	0.579
08 47	7.531653	8.2078	119.886	121.043	0.586
08 47	7.531654	8.2073	119.971	121.129	0.604
08 47	7.531654	8.2068	119.947	121.104	0.623
08 47	7.531655	8.2054	119.983	121.140	0.615
08 47	7.531655	8.2039	120.009	121.167	0.601
08 47	7.531656	8.2026	120.032	121.190	0.586
08 47	7.531656	8.2026	120.056	121.215	0.579
08 47	7.531657	8.2033	120.068	121.226	0.582
08 47	7.531657	8.2031	120.105	121.264	0.575
08 47	7.531658	8.1961	120.130	121.289	0.575
08 47	7.531658	8.1898	120.141	121.301	0.575
08 47	7.531658	8.1900	120.166	121.325	0.579
08 47	7.531659	8.1906	120.179	121.339	0.579
08 47	7.531659	8.1927	120.215	121.375	0.575
08 47	7.531660	8.1951	120.226	121.386	0.571
08 47	7.531660	8.1974	120.251	121.411	0.571
08 47	7.531661	8.1993	120.275	121.436	0.579
08 47	7.531661	8.2001	120.300	121.461	0.579
08 47	7.531662	8.2014	120.324	121.486	0.579
08 47	7.531662	8.2020	120.349	121.510	0.586
08 47	7.531663	8.2028	120.360	121.522	0.601
08 47	7.531663	8.2016	120.385	121.547	0.608
08 47	7.531664	8.2009	120.409	121.571	0.601
08 47	7.531664	8.1993	120.434	121.596	0.593
08 47	7.531665	8.1980	120.457	121.619	0.586
08 47	7.531665	8.1937	120.470	121.632	0.586
08 47	7.531666	8.1845	120.506	121.669	0.593
08 47	7.531666	8.1778	120.519	121.682	0.593
08 47	7.531667	8.1778	120.543	121.707	0.593
08 47	7.531667	8.1792	120.566	121.730	0.615
08 47	7.531668	8.1810	120.592	121.756	0.645
08 47	7.531668	8.1802	120.604	121.768	0.663
08 47	7.531669	8.1794	120.628	121.793	0.674
08 47	7.531669	8.1795	120.664	121.829	0.681
08 47	7.531670	8.1792	120.676	121.841	0.681
08 47	7.531670	8.1792	120.702	121.867	0.667
08 47	7.531671	8.1787	120.725	121.890	0.648
08 47	7.531671	8.1763	120.738	121.903	0.637
08 47	7.531671	8.1734	120.761	121.926	0.641
08 47	7.531672	8.1710	120.798	121.964	0.645
08 47	7.531672	8.1694	120.785	121.951	0.645
08 47	7.531673	8.1667	120.836	122.002	0.637
08 47	7.531673	8.1649	120.846	122.012	0.623
08 47	7.531674	8.1638	120.859	122.025	0.608
08 47	7.531674	8.1633	120.908	122.075	0.597
08 47	7.531675	8.1615	120.908	122.075	0.586
08 47	7.531675	8.1591	120.933	122.100	0.579
08 47	7.531676	8.1593	120.955	122.123	0.579
08 47	7.531676	8.1617	120.968	122.136	0.579
08 47	7.531677	8.1659	120.993	122.161	0.582
08 47	7.531677	8.1681	121.018	122.186	0.582
08 47	7.531678	8.1696	121.029	122.197	0.579
08 47	7.531678	8.1708	121.067	122.235	0.579
08 47	7.531679	8.1708	121.078	122.247	0.579
08 47	7.531679	8.1652	121.103	122.272	0.579
08 47	7.531680	8.1583	121.114	122.283	0.582
08 47	7.531680	8.1538	121.139	122.308	0.579
08 47	7.531681	8.1519	121.163	122.333	0.575
08 47	7.531681	8.1508	121.175	122.344	0.571
08 47	7.531682	8.1469	121.201	122.371	0.571
08 47	7.531682	8.1419	121.224	122.394	0.579
08 47	7.531683	8.1376	121.235	122.405	0.586
08 47	7.531683	8.1351	121.248	122.418	0.593
08 47	7.531684	8.1326	121.309	122.480	0.601
08 47	7.531684	8.1328	121.309	122.480	0.608
08 47	7.531685	8.1339	121.309	122.480	0.604
08 47	7.531685	8.1334	121.322	122.493	0.601
08 47	7.531685	8.1344	121.394	122.565	0.612
08 47	7.531686	8.1360	121.382	122.554	0.604
08 47	7.531686	8.1363	121.407	122.579	0.593
08 47	7.531687	8.1360	121.418	122.590	0.586
08 47	7.531687	8.1357	121.454	122.627	0.586
08 47	7.531688	8.1359	121.467	122.640	0.582
08 47	7.531688	8.1339	121.479	122.651	0.582
08 47	7.531689	8.1306	121.516	122.689	0.579
08 47	7.531689	8.1301	121.529	122.703	0.575
08 47	7.531690	8.1307	121.539	122.712	0.575
08 47	7.531690	8.1301	121.577	122.750	0.582
08 47	7.531691	8.1278	121.588	122.762	0.590
08 47	7.531691	8.1240	121.601	122.775	0.593
08 47	7.531692	8.1211	121.637	122.812	0.593
08 47	7.531692	8.1190	121.649	122.823	0.590
08 47	7.531693	8.1177	121.673	122.848	0.586
08 47	7.531693	8.1153	121.698	122.873	0.582
08 47	7.531694	8.1129	121.698	122.873	0.582
08 47	7.531694	8.1105	121.737	122.912	0.586
08 47	7.531695	8.1057	121.747	122.922	0.590
08 47	7.531695	8.1033	121.771	122.947	0.593
08 47	7.531696	8.1038	121.796	122.972	0.593
08 47	7.531696	8.1051	121.807	122.983	0.586
08 47	7.531697	8.1056	121.832	123.008	0.582
08 47	7.531697	8.1040	121.843	123.020	0.579
08 47	7.531698	8.1009	121.868	123.044	0.586
08 47	7.531698	8.0986	121.892	123.069	0.597
08 47	7.531698	8.0966	121.905	123.082	0.608
08 47	7.531699	8.0944	121.930	123.107	0.615
08 47	7.531699	8.0929	121.953	123.130	0.645
08 47	7.531700	8.0909	121.966	123.143	0.659
08 47	7.531700	8.0922	121.992	123.170	0.645
08 47	7.531701	8.0935	122.002	123.180	0.615
08 47	7.531701	8.0946	122.038	123.216	0.593
08 47	7.531702	8.0990	122.038	123.216	0.586
08 47	7.531702	8.0998	122.075	123.254	0.590
08 47	7.531703	8.0969	122.087	123.266	0.597
08 47	7.531703	8.0927	122.111	123.290	0.597
08 47	7.531704	8.0901	122.136	123.315	0.593
08 47	7.531704	8.0909	122.147	123.327	0.593
08 47	7.531705	8.0921	122.160	123.340	0.590
08 47	7.531705	8.0931	122.196	123.376	0.586
08 47	7.531706	8.0938	122.210	123.390	0.586
08 47	7.531706	8.0924	122.232	123.413	0.582
08 47	7.531707	8.0914	122.257	123.437	0.579
08 47	7.531707	8.0917	122.270	123.451	0.579
08 47	7.531708	8.0895	122.281	123.462	0.582
08 47	7.531708	8.0882	122.331	123.512	0.582
08 47	7.531709	8.0869	122.319	123.500	0.579
08 47	7.531709	8.0744	122.355	123.536	0.575
08 47	7.531710	8.0552	122.380	123.561	0.575
08 47	7.531710	8.0560	122.391	123.573	0.590
08 47	7.531711	8.0593	122.416	123.598	0.615
08 47	7.531711	8.0555	122.440	123.622	0.626
08 47	7.531712	8.0531	122.452	123.634	0.615
08 47	7.531712	8.0538	122.489	123.672	0.604
08 47	7.531712	8.0552	122.489	123.672	0.597
08 47	7.531713	8.0538	122.515	123.698	0.590
08 47	7.531713	8.0512	122.550	123.733	0.582
08 47	7.531714	8.0549	122.561	123.745	0.575
08 47	7.531714	8.0585	122.599	123.783	0.575
08 47	7.531715	8.0613	122.599	123.783	0.582
08 47	7.531715	8.0640	122.623	123.807	0.590
08 47	7.531716	8.0673	122.646	123.830	0.593
08 47	7.531716	8.0711	122.671	123.855	0.586
08 47	7.531717	8.0729	122.684	123.868	0.582
08 47	7.531717	8.0720	122.720	123.905	0.579
08 47	7.531718	8.0735	122.720	123.905	0.586
08 47	7.531718	8.0751	122.766	123.951	0.593
08 47	7.531719	8.0765	122.769	123.954	0.593
08 47	7.531719	8.0775	122.805	123.991	0.586
08 47	7.531720	8.0770	122.829	124.015	0.582
08 47	7.531720	8.0764	122.829	124.015	0.582
08 47	7.531721	8.0757	122.865	124.052	0.586
08 47	7.531721	8.0754	122.890	124.077	0.590
08 47	7.531722	8.0741	122.914	124.101	0.586
08 47	7.531722	8.0717	122.939	124.126	0.586
08 47	7.531723	8.0695	122.950	124.138	0.597
08 47	7.531723	8.0693	122.975	124.162	0.601
08 47	7.531724	8.0699	122.999	124.187	0.601
08 47	7.531724	8.0706	123.024	124.212	0.604
08 47	7.531725	8.0708	123.048	124.237	0.601
08 47	7.531725	8.0717	123.073	124.262	0.601
08 47	7.531726	8.0727	123.097	124.286	0.604
08 47	7.531726	8.0724	123.109	124.298	0.601
08 47	7.531726	8.0740	123.145	124.334	0.601
08 47	7.531727	8.0744	123.158	124.347	0.601
08 47	7.531727	8.0730	123.194	124.384	0.597
08 47	7.531728	8.0701	123.207	124.397	0.601
08 47	7.531728	8.0672	123.232	124.422	0.604
08 47	7.531729	8.0652	123.243	124.433	0.604
08 47	7.531729	8.0624	123.279	124.470	0.597
08 47	7.531730	8.0612	123.292	124.483	0.590
08 47	7.531730	8.0607	123.338	124.529	0.590
08 47	7.531731	8.0599	123.317	124.508	0.593
08 47	7.531731	8.0589	123.377	124.569	0.601
08 47	7.531732	8.0570	123.389	124.580	0.604
08 47	7.531732	8.0544	123.413	124.605	0.597
08 47	7.531733	8.0499	123.438	124.630	0.590
08 47	7.531733	8.0459	123.451	124.643	0.586
08 47	7.531734	8.0462	123.487	124.679	0.586
08 47	7.531734	8.0470	123.498	124.691	0.586
08 47	7.531735	8.0478	123.536	124.729	0.582
08 47	7.531735	8.0485	123.547	124.740	0.593
08 47	7.531736	8.0486	123.572	124.765	0.608
08 47	7.531736	8.0475	123.582	124.775	0.608
08 47	7.531737	8.0448	123.621	124.815	0.608
08 47	7.531737	8.0438	123.632	124.826	0.604
08 47	7.531738	8.0417	123.657	124.851	0.601
08 47	7.531738	8.0378	123.681	124.876	0.601
08 47	7.531739	8.0346	123.693	124.887	0.593
08 47	7.531739	8.0332	123.717	124.912	0.586
08 47	7.531739	8.0316	123.742	124.937	0.579
08 47	7.531740	8.0321	123.766	124.962	0.575
08 47	7.531740	8.0325	123.778	124.973	0.579
08 47	7.531741	8.0332	123.799	124.995	0.586
08 47	7.531741	8.0335	123.827	125.023	0.582
08 47	7.531742	8.0346	123.840	125.036	0.582
08 47	7.531742	8.0356	123.864	125.061	0.608
08 47	7.531743	8.0364	123.887	125.084	0.626
08 47	7.531743	8.0367	123.900	125.097	0.619
08 47	7.531744	8.0352	123.925	125.122	0.612
08 47	7.531744	8.0338	123.936	125.134	0.604
08 47	7.531745	8.0327	123.969	125.167	0.593
08 47	7.531745	8.0303	123.972	125.170	0.586
08 47	7.531746	8.0279	123.997	125.195	0.586
08 47	7.531746	8.0259	124.010	125.208	0.593
08 47	7.531747	8.0232	124.046	125.244	0.601
08 47	7.531747	8.0203	124.059	125.257	0.608
08 47	7.531748	8.0184	124.071	125.269	0.612
08 47	7.531748	8.0171	124.092	125.290	0.612
08 47	7.531749	8.0159	124.120	125.319	0.604
08 47	7.531749	8.0147	124.131	125.330	0.593
08 47	7.531750	8.0138	124.144	125.343	0.590
08 47	7.531750	8.0127	124.180	125.380	0.586
08 47	7.531751	8.0119	124.192	125.391	0.590
08 47	7.531751	8.0113	124.205	125.404	0.590
08 47	7.531752	8.0080	124.226	125.426	0.582
08 47	7.531752	8.0032	124.254	125.454	0.582
08 47	7.531753	8.0002	124.265	125.466	0.582
08 47	7.531753	7.9989	124.278	125.479	0.582
08 47	7.531753	7.9983	124.301	125.502	0.579
08 47	7.531754	7.9979	124.314	125.515	0.579
08 47	7.531754	7.9989	124.335	125.537	0.579
08 47	7.531755	7.9998	124.363	125.565	0.579
08 47	7.531755	7.9980	124.375	125.576	0.575
08 47	7.531756	7.9966	124.399	125.601	0.575
08 47	7.531756	7.9965	124.424	125.626	0.575
08 47	7.531757	7.9965	124.432	125.634	0.582
08 47	7.531757	7.9969	124.448	125.651	0.586
08 47	7.531758	7.9973	124.473	125.675	0.586
08 47	7.531758	7.9974	124.484	125.687	0.590
08 47	7.531759	7.9960	124.520	125.723	0.590
08 47	7.531759	7.9926	124.520	125.723	0.586
08 47	7.531760	7.9916	124.553	125.756	0.590
08 47	7.531760	7.9910	124.569	125.773	0.593
08 47	7.531761	7.9905	124.582	125.786	0.597
08 47	7.531761	7.9908	124.605	125.809	0.593
08 47	7.531762	7.9915	124.630	125.834	0.586
08 47	7.531762	7.9917	124.651	125.855	0.582
08 47	7.531763	7.9916	124.654	125.859	0.579
08 47	7.531763	7.9925	124.692	125.897	0.575
08 47	7.531764	7.9931	124.703	125.908	0.586
08 47	7.531764	7.9939	124.728	125.933	0.612
08 47	7.531765	7.9935	124.748	125.953	0.619
08 47	7.531765	7.9936	124.764	125.969	0.612
08 47	7.531766	7.9936	124.788	125.994	0.604
08 47	7.531766	7.9934	124.802	126.007	0.597
08 47	7.531766	7.9927	124.802	126.007	0.601
08 47	7.531767	7.9923	124.870	126.077	0.604
08 47	7.531767	7.9915	124.874	126.080	0.601
08 47	7.531768	7.9916	124.887	126.093	0.601
08 47	7.531768	7.9931	124.911	126.118	0.601
08 47	7.531769	7.9952	124.942	126.149	0.597
08 47	7.531769	7.9963	124.947	126.154	0.593
08 47	7.531770	7.9970	124.972	126.179	0.593
08 47	7.531770	7.9974	125.008	126.215	0.601
08 47	7.531771	7.9968	125.004	126.212	0.604
08 47	7.531771	7.9963	125.057	126.265	0.604
08 47	7.531772	7.9960	125.057	126.265	0.597
08 47	7.531772	7.9949	125.081	126.290	0.590
08 47	7.531773	7.9932	125.101	126.310	0.579
08 47	7.531773	7.9920	125.142	126.351	0.579
08 47	7.531774	7.9912	125.142	126.351	0.586
08 47	7.531774	7.9900	125.178	126.387	0.593
08 47	7.531775	7.9879	125.186	126.396	0.597
08 47	7.531775	7.9863	125.215	126.425	0.601
08 47	7.531776	7.9864	125.251	126.462	0.597
08 47	7.531776	7.9862	125.263	126.473	0.593
08 47	7.531777	7.9860	125.271	126.481	0.593
08 47	7.531777	7.9839	125.312	126.523	0.586
08 47	7.531778	7.9813	125.312	126.523	0.579
08 47	7.531778	7.9807	125.348	126.559	0.575
08 47	7.531779	7.9797	125.369	126.581	0.582
08 47	7.531779	7.9797	125.385	126.597	0.590
08 47	7.531780	7.9804	125.410	126.622	0.586
08 47	7.531780	7.9833	125.435	126.647	0.586
08 47	7.531780	7.9871	125.454	126.666	0.582
08 47	7.531781	7.9886	125.482	126.695	0.579
08 47	7.531781	7.9871	125.495	126.708	0.579
08 47	7.531782	7.9876	125.526	126.739	0.579
08 47	7.531782	7.9892	125.531	126.744	0.579
08 47	7.531783	7.9903	125.567	126.780	0.582
08 47	7.531783	7.9905	125.580	126.794	0.582
08 47	7.531784	7.9892	125.611	126.825	0.582
08 47	7.531784	7.9887	125.616	126.830	0.582
08 47	7.531785	7.9888	125.654	126.868	0.582
08 47	7.531785	7.9894	125.660	126.875	0.579
08 47	7.531786	7.9891	125.701	126.916	0.579
08 47	7.531786	7.9882	125.714	126.929	0.579
08 47	7.531787	7.9878	125.734	126.949	0.579
08 47	7.531787	7.9868	125.750	126.965	0.579
08 47	7.531788	7.9866	125.775	126.990	0.582
08 47	7.531788	7.9863	125.806	127.022	0.579
08 47	7.531789	7.9841	125.824	127.040	0.579
08 47	7.531789	7.9823	125.835	127.051	0.579
08 47	7.531790	7.9804	125.835	127.051	0.575
08 47	7.531790	7.9781	125.915	127.132	0.575
08 47	7.531791	7.9764	125.896	127.112	0.586
08 47	7.531791	7.9754	125.909	127.126	0.597
08 47	7.531792	7.9743	125.953	127.170	0.612
08 47	7.531792	7.9732	125.958	127.175	0.615
08 47	7.531793	7.9694	125.969	127.187	0.608
08 47	7.531793	7.9649	126.014	127.231	0.601
08 47	7.531793	7.9609	126.018	127.236	0.597
08 47	7.531794	7.9579	126.043	127.261	0.593
08 47	7.531794	7.9550	126.063	127.281	0.590
08 47	7.531795	7.9528	126.079	127.298	0.590
08 47	7.531795	7.9511	126.110	127.329	0.597
08 47	7.531796	7.9503	126.128	127.347	0.601
08 47	7.531796	7.9502	126.140	127.359	0.601
08 47	7.531797	7.9484	126.159	127.378	0.604
08 47	7.531797	7.9469	126.189	127.408	0.608
08 47	7.531798	7.9452	126.200	127.420	0.604
08 47	7.531798	7.9437	126.220	127.440	0.604
08 47	7.531799	7.9431	126.249	127.469	0.601
08 47	7.531799	7.9421	126.274	127.494	0.597
08 47	7.531800	7.9400	126.293	127.514	0.590
08 47	7.531800	7.9386	126.310	127.530	0.586
08 47	7.531801	7.9380	126.334	127.555	0.597
08 47	7.531801	7.9357	126.354	127.575	0.593
08 47	7.531802	7.9339	126.372	127.593	0.590
08 47	7.531802	7.9312	126.403	127.625	0.586
08 47	7.531803	7.9278	126.396	127.618	0.579
08 47	7.531803	7.9277	126.444	127.666	0.575
08 47	7.531804	7.9288	126.463	127.686	0.575
08 47	7.531804	7.9311	126.468	127.691	0.575
08 47	7.531805	7.9325	126.506	127.729	0.579
08 47	7.531805	7.9327	126.512	127.735	0.575
08 47	7.531806	7.9315	126.529	127.752	0.575
08 47	7.531806	7.9306	126.562	127.785	0.575
08 47	7.531807	7.9296	126.566	127.790	0.586
